id,name,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
716,Brandon Rush,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,,2.7,3.1,0.9,0.5,0.5,1,1
717,Anthony Morrow,67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,1
718,Greg Oden,61,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,0.4,1.1,1.4,0
719,Kyle Weaver,56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0
720,Ryan Anderson,66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1
721,Darrell Arthur,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1
722,George Hill,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,1
723,Marreese Speights,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1
724,JaVale McGee,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,1
725,Mike Taylor,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,,1.3,1.7,2.1,0.7,0,1.4,0
726,DeAndre Jordan,53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1
727,Roy Hibbert,70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1
728,Bobby Brown,68,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0,0.9,0
729,D'Angelo Russell,80,28.2,13.2,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,0
730,Chris Douglas-Roberts,44,13.3,4.9,1.8,4,46,0.1,0.3,25,1.2,1.4,82.3,,0.8,1.1,1.2,0.3,0.2,0.7,1
731,Jerryd Bayless,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,1
732,Cory Alexander,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1
733,Kosta Koufos,48,11.8,4.7,2,3.9,50.8,0,0,0,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.7,0.5,1
734,Rob Kurz,40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,0
735,Anthony Tolliver,19,10.9,2.7,1,3.4,29.2,0.5,2.2,22,0.3,0.5,50,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1
736,Devin Booker,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0
737,Robin Lopez,60,10.2,3.1,1.2,2.3,51.8,0,0,0,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,1
738,Darnell Jackson,51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,,1.1,1.7,0.2,0.2,0.1,0.3,0
739,Sean Singletary,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,0
740,Kevin Durant,80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1,0.9,2.9,1
741,Jeff Green,80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2,1
742,Jamario Moon,78,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,,5,6.2,1.2,1,1.4,0.7,1
743,Al Thornton,79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0
744,Mike Conley,53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0,1.7,1
745,Stanley Johnson,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,0
746,Daequan Cook,59,24.4,8.8,3.3,8.7,38.1,1.3,4,33.2,0.8,1,82.5,0.3,2.7,3,1.3,0.4,0.1,1.1,1
747,Corey Brewer,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80,1,2.7,3.7,1.4,1,0.3,1.1,1
748,Thaddeus Young,74,21,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1,1.4,73.8,1.6,2.6,4.2,0.8,1,0.1,0.9,1
749,Joakim Noah,74,20.7,6.6,2.4,5,48.2,0,0,0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1
750,Wilson Chandler,35,19.6,7.3,3,6.9,43.8,0.3,0.9,30,1,1.5,63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1
751,Rodney Stuckey,57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,,1.7,2.3,2.8,0.9,0.1,1.4,1
752,Jared Dudley,73,19,5.8,2.2,4.8,46.8,0.1,0.6,22,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1
753,Sean Williams,73,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1,0
754,Myles Turner,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,0
755,Carl Landry,42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1
756,Acie Law,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,0.5,0,1,0
757,Nick Young,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1
758,Jason Smith,76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1,2,3,0.3,0.3,0.7,0.6,1
759,Glen Davis,69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,1
760,Javaris Crittenton,50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,0
761,Spencer Hawes,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,1
762,Arron Afflalo,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1
763,Aaron Brooks,51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1
764,C.J. Watson,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,1.1,0.5,0,0.6,1
765,Julian Wright,57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0
766,Chris Richard,52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,0
767,Nick Fazekas,26,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,0
768,Aaron Gray,61,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1
769,Dominic McGuire,70,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.3,0.4,0.6,1
770,Brandan Wright,38,9.9,4,1.6,2.9,55.4,0,0,0,0.7,1.1,67.5,1,1.6,2.6,0.2,0.2,0.6,0.3,1
771,Jermareo Davidson,38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0
772,Mario West,64,4.2,0.9,0.3,0.8,42.9,0,0.1,0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.2,0.1,0.1,0
773,Demetris Nichols,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0
774,Willie Cauley-Stein,66,21.4,7,2.9,5.1,56.3,0,0,0,1.2,1.9,64.8,2,3.3,5.3,0.6,0.7,1,0.7,0
775,Brandon Roy,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,1
776,Adam Morrison,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,0
777,Rudy Gay,78,27,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,1
778,Rajon Rondo,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1
779,Randy Foye,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1
780,LaMarcus Aldridge,63,22.1,9,3.8,7.6,50.3,0,0,0,1.3,1.8,72.2,2.3,2.7,5,0.4,0.3,1.2,0.7,1
781,Tarence Kinsey,48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,0
782,Josh Richardson,52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0
783,Craig Smith,82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1
784,Shelden Williams,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1
785,Paul Millsap,82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1
786,Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1
787,Marcus Williams,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,0
788,Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1
789,Renaldo Balkman,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1
790,Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,1.3,0.6,0.9,0
791,Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1
792,Allan Ray,47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0
793,Mardy Collins,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,0
794,J.J. Redick,42,14.8,6,1.9,4.6,41,0.9,2.3,38.8,1.3,1.4,90,0.2,1,1.2,0.9,0.3,0,0.5,1
795,Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1
796,Alexander Johnson,59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0
797,Cedric Simmons,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,0
798,Frank Kaminsky,81,21.1,7.5,2.7,6.5,41,0.8,2.5,33.7,1.3,1.8,73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,0
799,Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1
800,Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1
801,David Noel,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,0
802,Solomon Jones,58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1
803,Leon Powe,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1
804,Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,1
805,Josh Boone,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,0
806,Lynn Greer,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,0
807,Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,1
808,Anthony Brown,29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0
809,Quincy Douby,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0
810,Hassan Adams,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0
811,Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,1
812,Andre Brown,38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0
813,Steve Novak,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1
814,Chris Paul,78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1
815,Raymond Felton,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,1
816,Charlie Villanueva,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1
817,Luther Head,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1
818,Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,1
819,Larry Nance Jr.,63,20.1,5.5,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.9,0.4,0.7,0
820,Marvin Williams,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,1
821,Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1
822,Danny Granger,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,1
823,Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,1
824,Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,1
825,Salim Stoudamire,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,0
826,Jarrett Jack,79,20.2,6.7,2.4,5.4,44.2,0.3,1,26.3,1.6,2,80,0.2,1.8,2,2.8,0.5,0,1.3,1
827,T.J. McConnell,81,19.8,6.1,2.7,5.7,47,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,0
828,Joey Graham,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,1
829,Monta Ellis,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1
830,Martell Webster,61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,1
831,Rashad McCants,79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,0
832,David Lee,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,1
833,Alan Anderson,36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1
834,Orien Greene,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,0
835,Ike Diogu,69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,1
836,Daniel Ewing,66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,0
837,Gerald Fitch,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,0
838,James Singleton,59,12.8,3.4,1.3,2.6,51,0.2,0.3,50,0.7,0.8,78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,1
839,Josh Powell,37,11.6,3,1,2.2,45.7,0,0,0,1,1.2,80,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1
840,Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,1
841,Wayne Simien,43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,0
842,Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1
843,Donell Taylor,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,0
844,C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25,0.8,1,75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,1
845,Malcolm Brogdon,32,22.9,8.3,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,3.6,1,0.1,1.5,0
846,Kevin Burleson,39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,0
847,Shavlik Randolph,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,1
848,Andrew Bynum,46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,1
849,Lawrence Roberts,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,0
850,Emeka Okafor,73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,1
851,Andre Iguodala,82,32.8,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,0.6,1.7,1
852,Dwight Howard,82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,1
853,Josh Childress,80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,1
854,Josh Smith,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,1
855,Chris Duhon,82,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1,0,1.4,1
856,J.R. Smith,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,0.7,0.1,1.4,1
857,Quinton Ross,78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,1
858,Jameer Nelson,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1,0,1.5,1
